,VMA number,Filename,Title on xls,Has data?,Use weight?,Fixed Mean,Fixed High,Fixed Low,Category,Directory
26,27,Average_Residential_Building_Wall_Height,Average Residential Building Wall Height,True,False,3.1,7.0,7.0,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
27,28,Average_Commercial_Building_Floor_Count,Average Commercial Building Floor Count,True,False,3.0,7.0,7.0,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
28,29,Average_Residential_Building_Floor_Count,Average Residential Building Floor Count,True,False,1.58,7.0,7.0,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
29,30,Individual_Commercial_Residential_Building_Floor_Area_Ratio,Individual Commercial:Residential Building Floor Area Ratio,True,False,7.09,7.0,7.0,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
30,31,Conventional_Insulation_R_value_for_Cold_Latitudes,Conventional Insulation R-value for Cold Latitudes,True,False,2.1136793097568845,7.0,7.0,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
31,32,Solution_Insulation_R_value_for_Cold_Latitudes,Solution Insulation R-value for Cold Latitudes,True,False,4.010286993588974,5.360372519034406,2.660201468143543,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
32,33,Surface_Area_per_Floor_Area_Ratio,Surface Area per Floor Area Ratio,True,False,1.7239775333906229,7.0,7.0,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
33,34,Discount_Rate_Households,Discount Rate - Households,True,False,0.04,0.050954451150103316,0.02904554884989668,insulation,drawdown-master/solution/insulation/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit_of_the_solution,SOLUTION First Cost per Implementation Unit of the solution,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
3,4,CONVENTIONAL_Operating_Cost_per_Functional_Unit_per_Annum,CONVENTIONAL Operating Cost per Functional Unit per Annum,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
4,5,SOLUTION_Operating_Cost_per_Functional_Unit_per_Annum,SOLUTION Operating Cost per Functional Unit per Annum,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
5,6,CONVENTIONAL_Net_Profit_Margin_per_Functional_Unit_per_Annum,CONVENTIONAL Net Profit Margin per Functional Unit per Annum,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
6,7,SOLUTION_Net_Profit_Margin_per_Functional_Unit_per_Annum,SOLUTION Net Profit Margin per Functional Unit per Annum,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
7,8,Yield_from_CONVENTIONAL_Practice,Yield  from CONVENTIONAL Practice,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
8,9,Yield_Gain_Increase_from_CONVENTIONAL_to_SOLUTION,Yield Gain (% Increase from CONVENTIONAL to SOLUTION),False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
9,10,Electricty_Consumed_per_CONVENTIONAL_Functional_Unit,Electricty Consumed per CONVENTIONAL Functional Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
10,11,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
11,12,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
12,13,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
13,14,Fuel_Reduction_Factor_SOLUTION,Fuel Reduction Factor SOLUTION,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
14,15,t_CO2_eq_Aggregate_emissions_Reduced_per_Land_Unit,t CO2-eq (Aggregate emissions) Reduced per Land Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
15,16,t_CO2_Reduced_per_Land_Unit,t CO2 Reduced per Land Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
16,17,t_N2O_CO2_eq_Reduced_per_Land_Unit,t N2O-CO2-eq Reduced per Land Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
17,18,t_CH4_CO2_eq_Reduced_per_Land_Unit,t CH4-CO2-eq Reduced per Land Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit,Indirect CO2 Emissions per SOLUTION Implementation Unit,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
20,21,Sequestration_Rates,Sequestration Rates,True,False,3.5592427272727267,4.886957230292456,2.231528224252997,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
21,22,Sequestered_Carbon_NOT_Emitted_after_Cyclical_Harvesting_Clearing,Sequestered Carbon NOT Emitted after Cyclical Harvesting/Clearing,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
22,23,Disturbance_Rate,Disturbance Rate,False,False,,,,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
23,24,Percent_of_Degraded_Land_Suitable_for_Intact_Tropical_Forest_Restoration,Percent of Degraded Land Suitable for Intact Tropical Forest Restoration,True,False,0.608,0.608,0.608,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
24,25,Root_shoot_ratio_of_degraded_forest,Root:shoot ratio of degraded forest,True,False,0.2285,0.2994547978175778,0.15754520218242224,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
25,26,Start_Carbon_storage_in_Base_year,Start Carbon storage in Base year,True,False,12.0,12.0,12.0,tropicalforests,drawdown-master/solution/tropicalforests/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,172.28140140968293,384.282769140516,-39.71996632115014,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,False,310606165.6666667,732492672.8705401,23669304.0,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,27208664.40580287,35998677.53393008,18418651.277675666,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,26.934010544521406,26.934010544521406,26.934010544521406,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,0.7619132726245667,0.7619132726245667,0.7619132726245667,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,1.34670052722607,1.34670052722607,1.34670052722607,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,0.02176895064641619,0.02176895064641619,0.02176895064641619,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,False,103177006.57771121,103177006.57771121,103177006.57771121,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,150250830.9709442,256309322.784456,44192339.15743238,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,True,False,0.062211259271640215,0.08428307126157225,0.04013944728170818,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,True,False,64340127.99612954,71471535.7865218,57208720.20573726,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,True,False,1.0,1.0,1.0,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,True,True,72997.5,178882.08645354147,4290.0,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,11905.970340927155,17509.041504781882,6302.899177072429,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
22,23,Discount_Rate_Governments,Discount Rate - Governments,True,True,0.06379756793388118,0.10097470327256892,0.026620432595193432,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
23,24,Airport_Operating_Costs,Airport Operating Costs,True,False,12494748.77852349,15535539.751988655,9453957.805058323,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
24,25,Airline_Operating_Costs,Airline Operating Costs,True,False,90682257.7991877,116253822.80956765,65110692.78880778,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
25,26,HSR_Rolling_Stock_Running_Costs_Europe,HSR Rolling Stock Running Costs- Europe,True,False,235752715.392,290327609.54934865,181177821.23465133,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
26,27,HSR_Infrastructure_Cost_Europe,HSR Infrastructure Cost - Europe,True,False,4500201.7853634525,7310911.114346751,1689492.456380154,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
27,28,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
28,29,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,highspeedrail,drawdown-master/solution/highspeedrail/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,29.608806752190414,29.608806752190414,29.608806752190414,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,1.0,1.0,1.0,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,1.0,1.0,1.0,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,1.0,1.0,1.0,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,1.0,1.0,1.0,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,24811448.34585903,24811448.34585903,24811448.34585903,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,True,False,0.002728888888888889,0.005349454749938515,0.00010832302783926259,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,True,False,2326086.9565217397,2326086.9565217397,2326086.9565217397,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
22,23,CONVENTIONAL_Revenue_per_Functional_Unit,CONVENTIONAL Revenue per Functional Unit,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
23,24,SOLUTION_Revenue_per_Functional_Unit,SOLUTION Revenue per Functional Unit,False,False,,,,refrigerants,drawdown-master/solution/refrigerants/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
7,8,CONVENTIONAL_Variable_Operating_Cost_VOM_per_Functional_Unit,CONVENTIONAL Variable Operating Cost (VOM) per Functional Unit,True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
8,9,SOLUTION_Variable_Operating_Cost_VOM_per_Functional_Unit,SOLUTION Variable Operating Cost (VOM) per Functional Unit ,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
9,10,CONVENTIONAL_Fixed_Operating_Cost_FOM,CONVENTIONAL Fixed Operating Cost (FOM),True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
10,11,SOLUTION_Fixed_Operating_Cost_FOM,SOLUTION Fixed Operating Cost (FOM),True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
11,12,Electricity_Consumed_per_Functional_Unit_CONVENTIONAL,Electricity Consumed per Functional Unit - CONVENTIONAL,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_SOLUTION_functional_unit,Total Energy Used per SOLUTION functional unit,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_CONVENTIONAL_Functional_Unit,Fuel Consumed per CONVENTIONAL Functional Unit,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
22,23,2005_2014_Average_CONVENTIONAL_Fuel_Price_per_functional_unit,2005-2014 Average CONVENTIONAL Fuel Price per functional unit,True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
23,24,Weighted_Average_CONVENTIONAL_Plant_Efficiency,Weighted Average CONVENTIONAL Plant Efficiency ,True,True,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
24,25,Coal_Plant_Efficiency,Coal Plant Efficiency,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
25,26,Natural_Gas_Plant_Efficiency,Natural Gas Plant Efficiency,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
26,27,Oil_Plant_Efficiency,Oil Plant Efficiency,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
27,28,Learning_Rates,Learning Rates,True,False,,,,geothermal,drawdown-master/solution/geothermal/vma_data/VMA_info.csv
0,1,Current_Adoption,Current Adoption,True,False,24.568133379596592,56.02069064074886,-6.88442388155568,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
1,2,CONVENTIONAL_First_Cost_per_Implementation_Unit_for_replaced_practices_technologies,CONVENTIONAL First Cost per Implementation Unit for replaced practices/technologies,True,False,272081195.3789954,367687687.0910158,176474703.66697505,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
2,3,SOLUTION_First_Cost_per_Implementation_Unit,SOLUTION First Cost per Implementation Unit,True,False,161236682.14665875,313894188.9053998,8579175.387917727,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
3,4,Lifetime_Capacity_CONVENTIONAL,Lifetime Capacity - CONVENTIONAL,True,False,30.0,30.0,30.0,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
4,5,Lifetime_Capacity_SOLUTION,Lifetime Capacity - SOLUTION,True,False,30.0,30.0,30.0,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
5,6,Average_Annual_Use_CONVENTIONAL,Average Annual Use - CONVENTIONAL,True,False,1.0,1.0,1.0,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
6,7,Average_Annual_Use_SOLUTION,Average Annual Use - SOLUTION,True,False,1.0,1.0,1.0,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
7,8,CONVENTIONAL_VARIABLE_Operating_Cost_per_Functional_Unit,CONVENTIONAL VARIABLE Operating Cost per Functional Unit,True,True,116813019.05834176,155678179.75500187,77947858.36168164,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
8,9,SOLUTION_VARIABLE_Operating_Cost_per_Functional_Unit,SOLUTION VARIABLE Operating Cost per Functional Unit ,True,False,128605038.544757,167161118.14942127,90048958.94009273,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
9,10,CONVENTIONAL_FIXED_Operating_Cost_per_Implementation_Unit,CONVENTIONAL FIXED Operating Cost per Implementation Unit,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
10,11,SOLUTION_FIXED_Operating_Cost_per_Implementation_Unit,SOLUTION FIXED Operating Cost per Implementation Unit ,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
11,12,Electricty_Consumed_per_Functional_Unit_CONVENTIONAL,Electricty Consumed per Functional Unit - CONVENTIONAL,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
12,13,Energy_Efficiency_Factor_SOLUTION,Energy Efficiency Factor - SOLUTION,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
13,14,Total_Energy_Used_per_functional_unit_SOLUTION,Total Energy Used per functional unit - SOLUTION,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
14,15,Fuel_Consumed_per_Functional_Unit_CONVENTIONAL,Fuel Consumed per Functional Unit - CONVENTIONAL,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
15,16,Fuel_Efficiency_Factor_SOLUTION,Fuel Efficiency Factor - SOLUTION,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
16,17,Direct_Emissions_per_CONVENTIONAL_Functional_Unit,Direct Emissions per CONVENTIONAL Functional Unit,True,False,468619.2333333333,863512.7842846485,73725.68238201819,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
17,18,Direct_Emissions_per_SOLUTION_Functional_Unit,Direct Emissions per SOLUTION Functional Unit,True,True,203389.76507936508,407472.2693832977,-692.7392245674564,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
18,19,Indirect_CO2_Emissions_per_CONVENTIONAL_Implementation_OR_functional_Unit_CHOOSE_ONLY_ONE_on_Advanced_Controls,Indirect CO2 Emissions per CONVENTIONAL Implementation OR functional Unit -- CHOOSE ONLY ONE on Advanced Controls,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
19,20,Indirect_CO2_Emissions_per_SOLUTION_Implementation_Unit_Select_on_Advanced_Controls,Indirect CO2 Emissions per SOLUTION Implementation Unit (Select on Advanced Controls),False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
20,21,CH4_CO2eq_Tons_Reduced,CH4-CO2eq Tons Reduced,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
21,22,N2O_CO2eq_Tons_Reduced,N2O-CO2eq Tons Reduced,False,False,,,,composting,drawdown-master/solution/composting/vma_data/VMA_info.csv
